# The element -> attribute-name dataset vilan-ide's element-head completion
# is generated from (tracker E69). GENERATED FILE -- do not hand-edit.
#
# refresh:   python3 scripts/regen-html-attributes.py --fetch   (network)
# consumer:  crates/vilan-ide/src/html_attributes_sync.rs   (TSV -> Rust)
#            the ONE implementation of that arrow (N107). It renders
#            html_attributes.rs from these rows and diffs it byte for byte on
#            every `cargo test`, offline; VILAN_REGENERATE_HTML_ATTRIBUTES=1
#            rewrites the table instead of failing.
#
# `element` is a tag name, `*` (every element) or `svg:*` (every SVG-shaped
# element). A row with an EMPTY attribute registers the tag and nothing else.
# Only names a vilan element head can spell are extracted: a namespaced entry
# (`xml:space`) has no head spelling, and an SVG `on…` row is an event handler,
# which the `*`/html-event-handler-index rows carry in their own spelling.
#
# fetched:   2026-09-17
# source:    https://html.spec.whatwg.org/multipage/indices.html
#            sha256 6153c9adfca5a155a57f3afa17f66d71d830d54df2525b4710dd800348c4bdef
# source:    https://www.w3.org/TR/SVG2/attindex.html
#            sha256 d008a1b62808268bfda853659e425554f6fbc9b2e3f415bc2b6aad437712bd50
#
# element	attribute	source
rect	aria-disabled	svg-attribute-index
rect	aria-dropeffect	svg-attribute-index
rect	aria-errormessage	svg-attribute-index
rect	aria-expanded	svg-attribute-index
rect	aria-flowto	svg-attribute-index
rect	aria-grabbed	svg-attribute-index
rect	aria-haspopup	svg-attribute-index
rect	aria-hidden	svg-attribute-index
rect	aria-invalid	svg-attribute-index
rect	aria-keyshortcuts	svg-attribute-index
rect	aria-label	svg-attribute-index
rect	aria-labelledby	svg-attribute-index
rect	aria-level	svg-attribute-index
rect	aria-live	svg-attribute-index
rect	aria-modal	svg-attribute-index
rect	aria-multiline	svg-attribute-index
rect	aria-multiselectable	svg-attribute-index
rect	aria-orientation	svg-attribute-index
rect	aria-owns	svg-attribute-index
rect	aria-placeholder	svg-attribute-index
rect	aria-posinset	svg-attribute-index
rect	aria-pressed	svg-attribute-index
rect	aria-readonly	svg-attribute-index
rect	aria-relevant	svg-attribute-index
rect	aria-required	svg-attribute-index
rect	aria-roledescription	svg-attribute-index
rect	aria-rowcount	svg-attribute-index
rect	aria-rowindex	svg-attribute-index
rect	aria-rowspan	svg-attribute-index
rect	aria-selected	svg-attribute-index
rect	aria-setsize	svg-attribute-index
rect	aria-sort	svg-attribute-index
rect	aria-valuemax	svg-attribute-index
rect	aria-valuemin	svg-attribute-index
rect	aria-valuenow	svg-attribute-index
rect	aria-valuetext	svg-attribute-index
rect	class	svg-attribute-index
rect	id	svg-attribute-index
rect	lang	svg-attribute-index
rect	pathLength	svg-attribute-index
rect	requiredExtensions	svg-attribute-index
rect	role	svg-attribute-index
rect	style	svg-attribute-index
rect	systemLanguage	svg-attribute-index
rect	tabindex	svg-attribute-index
script	async	html-attribute-index
script	blocking	html-attribute-index
script	crossorigin	html-attribute-index
script	defer	html-attribute-index
script	fetchpriority	html-attribute-index
script	integrity	html-attribute-index
script	nomodule	html-attribute-index
script	referrerpolicy	html-attribute-index
script	src	html-attribute-index
script	type	html-attribute-index
select	autocomplete	html-attribute-index
select	disabled	html-attribute-index
select	form	html-attribute-index
select	multiple	html-attribute-index
select	name	html-attribute-index
select	required	html-attribute-index
select	size	html-attribute-index
set		svg-element-index
set	attributeName	svg-attribute-index
set	begin	svg-attribute-index
set	class	svg-attribute-index
set	dur	svg-attribute-index
set	end	svg-attribute-index
set	fill	svg-attribute-index
set	href	svg-attribute-index
set	id	svg-attribute-index
set	lang	svg-attribute-index
set	max	svg-attribute-index
set	min	svg-attribute-index
set	repeatCount	svg-attribute-index
set	repeatDur	svg-attribute-index
set	requiredExtensions	svg-attribute-index
set	restart	svg-attribute-index
set	style	svg-attribute-index
set	systemLanguage	svg-attribute-index
set	tabindex	svg-attribute-index
set	to	svg-attribute-index
slot	name	html-attribute-index
source	height	html-attribute-index
source	media	html-attribute-index
source	sizes	html-attribute-index
source	src	html-attribute-index
source	srcset	html-attribute-index
source	type	html-attribute-index
source	width	html-attribute-index
stop		svg-element-index
stop	class	svg-attribute-index
stop	id	svg-attribute-index
stop	lang	svg-attribute-index
stop	offset	svg-attribute-index
stop	style	svg-attribute-index
stop	tabindex	svg-attribute-index
style	blocking	html-attribute-index
style	media	html-attribute-index
style	title	html-attribute-index
svg		svg-element-index
svg	aria-activedescendant	svg-attribute-index
svg	aria-atomic	svg-attribute-index
svg	aria-autocomplete	svg-attribute-index
svg	aria-busy	svg-attribute-index
svg	aria-checked	svg-attribute-index
svg	aria-colcount	svg-attribute-index
svg	aria-colindex	svg-attribute-index
svg	aria-colspan	svg-attribute-index
svg	aria-controls	svg-attribute-index
svg	aria-current	svg-attribute-index
svg	aria-describedby	svg-attribute-index
svg	aria-details	svg-attribute-index
svg	aria-disabled	svg-attribute-index
svg	aria-dropeffect	svg-attribute-index
svg	aria-errormessage	svg-attribute-index
svg	aria-expanded	svg-attribute-index
svg	aria-flowto	svg-attribute-index
svg	aria-grabbed	svg-attribute-index
svg	aria-haspopup	svg-attribute-index
svg	aria-hidden	svg-attribute-index
svg	aria-invalid	svg-attribute-index
svg	aria-keyshortcuts	svg-attribute-index
svg	aria-label	svg-attribute-index
svg	aria-labelledby	svg-attribute-index
svg	aria-level	svg-attribute-index
svg	aria-live	svg-attribute-index
svg	aria-modal	svg-attribute-index
svg	aria-multiline	svg-attribute-index
svg	aria-multiselectable	svg-attribute-index
svg	aria-orientation	svg-attribute-index
svg	aria-owns	svg-attribute-index
svg	aria-placeholder	svg-attribute-index
svg	aria-posinset	svg-attribute-index
svg	aria-pressed	svg-attribute-index
svg	aria-readonly	svg-attribute-index
svg	aria-relevant	svg-attribute-index
svg	aria-required	svg-attribute-index
svg	aria-roledescription	svg-attribute-index
svg	aria-rowcount	svg-attribute-index
svg	aria-rowindex	svg-attribute-index
svg	aria-rowspan	svg-attribute-index
svg	aria-selected	svg-attribute-index
svg	aria-setsize	svg-attribute-index
svg	aria-sort	svg-attribute-index
svg	aria-valuemax	svg-attribute-index
svg	aria-valuemin	svg-attribute-index
svg	aria-valuenow	svg-attribute-index
svg	aria-valuetext	svg-attribute-index
svg	class	svg-attribute-index
svg	id	svg-attribute-index
svg	lang	svg-attribute-index
svg	playbackorder	svg-attribute-index
svg	preserveAspectRatio	svg-attribute-index
svg	requiredExtensions	svg-attribute-index
svg	role	svg-attribute-index
svg	style	svg-attribute-index
svg	systemLanguage	svg-attribute-index
svg	tabindex	svg-attribute-index
svg	timelinebegin	svg-attribute-index
svg	transform	svg-attribute-index
svg	viewBox	svg-attribute-index
svg	zoomAndPan	svg-attribute-index
svg:*	alignment-baseline	svg-presentation-attributes
svg:*	baseline-shift	svg-presentation-attributes
svg:*	clip	svg-presentation-attributes
svg:*	clip-path	svg-presentation-attributes
svg:*	clip-rule	svg-presentation-attributes
svg:*	color	svg-presentation-attributes
svg:*	color-interpolation	svg-presentation-attributes
svg:*	color-interpolation-filters	svg-presentation-attributes
svg:*	color-rendering	svg-presentation-attributes
svg:*	cursor	svg-presentation-attributes
svg:*	direction	svg-presentation-attributes
svg:*	display	svg-presentation-attributes
svg:*	dominant-baseline	svg-presentation-attributes
svg:*	fill	svg-presentation-attributes
svg:*	fill-opacity	svg-presentation-attributes
svg:*	fill-rule	svg-presentation-attributes
svg:*	filter	svg-presentation-attributes
svg:*	flood-color	svg-presentation-attributes
svg:*	flood-opacity	svg-presentation-attributes
svg:*	font-family	svg-presentation-attributes
svg:*	font-size	svg-presentation-attributes
svg:*	font-size-adjust	svg-presentation-attributes
svg:*	font-stretch	svg-presentation-attributes
svg:*	font-style	svg-presentation-attributes
svg:*	font-variant	svg-presentation-attributes
svg:*	font-weight	svg-presentation-attributes
svg:*	glyph-orientation-horizontal	svg-presentation-attributes
svg:*	glyph-orientation-vertical	svg-presentation-attributes
svg:*	image-rendering	svg-presentation-attributes
svg:*	letter-spacing	svg-presentation-attributes
svg:*	lighting-color	svg-presentation-attributes
svg:*	marker-end	svg-presentation-attributes
svg:*	marker-mid	svg-presentation-attributes
svg:*	marker-start	svg-presentation-attributes
svg:*	mask	svg-presentation-attributes
svg:*	opacity	svg-presentation-attributes
svg:*	overflow	svg-presentation-attributes
svg:*	paint-order	svg-presentation-attributes
svg:*	pointer-events	svg-presentation-attributes
svg:*	shape-rendering	svg-presentation-attributes
svg:*	stop-color	svg-presentation-attributes
svg:*	stop-opacity	svg-presentation-attributes
svg:*	stroke	svg-presentation-attributes
svg:*	stroke-dasharray	svg-presentation-attributes
svg:*	stroke-dashoffset	svg-presentation-attributes
svg:*	stroke-linecap	svg-presentation-attributes
svg:*	stroke-linejoin	svg-presentation-attributes
svg:*	stroke-miterlimit	svg-presentation-attributes
svg:*	stroke-opacity	svg-presentation-attributes
svg:*	stroke-width	svg-presentation-attributes
svg:*	text-anchor	svg-presentation-attributes
svg:*	text-decoration	svg-presentation-attributes
svg:*	text-rendering	svg-presentation-attributes
svg:*	transform	svg-presentation-attributes
svg:*	unicode-bidi	svg-presentation-attributes
svg:*	vector-effect	svg-presentation-attributes
svg:*	visibility	svg-presentation-attributes
svg:*	word-spacing	svg-presentation-attributes
svg:*	writing-mode	svg-presentation-attributes
switch		svg-element-index
switch	aria-activedescendant	svg-attribute-index
switch	aria-atomic	svg-attribute-index
switch	aria-autocomplete	svg-attribute-index
switch	aria-busy	svg-attribute-index
switch	aria-checked	svg-attribute-index
switch	aria-colcount	svg-attribute-index
switch	aria-colindex	svg-attribute-index
switch	aria-colspan	svg-attribute-index
switch	aria-controls	svg-attribute-index
switch	aria-current	svg-attribute-index
switch	aria-describedby	svg-attribute-index
switch	aria-details	svg-attribute-index
switch	aria-disabled	svg-attribute-index
switch	aria-dropeffect	svg-attribute-index
switch	aria-errormessage	svg-attribute-index
switch	aria-expanded	svg-attribute-index
switch	aria-flowto	svg-attribute-index
switch	aria-grabbed	svg-attribute-index
switch	aria-haspopup	svg-attribute-index
switch	aria-hidden	svg-attribute-index
switch	aria-invalid	svg-attribute-index
switch	aria-keyshortcuts	svg-attribute-index
switch	aria-label	svg-attribute-index
switch	aria-labelledby	svg-attribute-index
switch	aria-level	svg-attribute-index
switch	aria-live	svg-attribute-index
switch	aria-modal	svg-attribute-index
switch	aria-multiline	svg-attribute-index
switch	aria-multiselectable	svg-attribute-index
switch	aria-orientation	svg-attribute-index
switch	aria-owns	svg-attribute-index
switch	aria-placeholder	svg-attribute-index
switch	aria-posinset	svg-attribute-index
switch	aria-pressed	svg-attribute-index
switch	aria-readonly	svg-attribute-index
switch	aria-relevant	svg-attribute-index
switch	aria-required	svg-attribute-index
switch	aria-roledescription	svg-attribute-index
switch	aria-rowcount	svg-attribute-index
switch	aria-rowindex	svg-attribute-index
switch	aria-rowspan	svg-attribute-index
switch	aria-selected	svg-attribute-index
switch	aria-setsize	svg-attribute-index
switch	aria-sort	svg-attribute-index
switch	aria-valuemax	svg-attribute-index
switch	aria-valuemin	svg-attribute-index
switch	aria-valuenow	svg-attribute-index
switch	aria-valuetext	svg-attribute-index
switch	class	svg-attribute-index
switch	id	svg-attribute-index
switch	lang	svg-attribute-index
switch	requiredExtensions	svg-attribute-index
switch	role	svg-attribute-index
switch	style	svg-attribute-index
switch	systemLanguage	svg-attribute-index
switch	tabindex	svg-attribute-index
symbol		svg-element-index
symbol	aria-activedescendant	svg-attribute-index
symbol	aria-atomic	svg-attribute-index
symbol	aria-autocomplete	svg-attribute-index
symbol	aria-busy	svg-attribute-index
symbol	aria-checked	svg-attribute-index
symbol	aria-colcount	svg-attribute-index
symbol	aria-colindex	svg-attribute-index
symbol	aria-colspan	svg-attribute-index
symbol	aria-controls	svg-attribute-index
symbol	aria-current	svg-attribute-index
symbol	aria-describedby	svg-attribute-index
symbol	aria-details	svg-attribute-index
symbol	aria-disabled	svg-attribute-index
symbol	aria-dropeffect	svg-attribute-index
symbol	aria-errormessage	svg-attribute-index
symbol	aria-expanded	svg-attribute-index
symbol	aria-flowto	svg-attribute-index
symbol	aria-grabbed	svg-attribute-index
symbol	aria-haspopup	svg-attribute-index
symbol	aria-hidden	svg-attribute-index
symbol	aria-invalid	svg-attribute-index
symbol	aria-keyshortcuts	svg-attribute-index
symbol	aria-label	svg-attribute-index
symbol	aria-labelledby	svg-attribute-index
symbol	aria-level	svg-attribute-index
symbol	aria-live	svg-attribute-index
symbol	aria-modal	svg-attribute-index
symbol	aria-multiline	svg-attribute-index
symbol	aria-multiselectable	svg-attribute-index
symbol	aria-orientation	svg-attribute-index
symbol	aria-owns	svg-attribute-index
symbol	aria-placeholder	svg-attribute-index
symbol	aria-posinset	svg-attribute-index
symbol	aria-pressed	svg-attribute-index
symbol	aria-readonly	svg-attribute-index
symbol	aria-relevant	svg-attribute-index
symbol	aria-required	svg-attribute-index
symbol	aria-roledescription	svg-attribute-index
symbol	aria-rowcount	svg-attribute-index
symbol	aria-rowindex	svg-attribute-index
symbol	aria-rowspan	svg-attribute-index
symbol	aria-selected	svg-attribute-index
symbol	aria-setsize	svg-attribute-index
symbol	aria-sort	svg-attribute-index
symbol	aria-valuemax	svg-attribute-index
symbol	aria-valuemin	svg-attribute-index
symbol	aria-valuenow	svg-attribute-index
symbol	aria-valuetext	svg-attribute-index
symbol	class	svg-attribute-index
symbol	id	svg-attribute-index
symbol	lang	svg-attribute-index
symbol	preserveAspectRatio	svg-attribute-index
symbol	refX	svg-attribute-index
symbol	refY	svg-attribute-index
symbol	role	svg-attribute-index
symbol	style	svg-attribute-index
symbol	tabindex	svg-attribute-index
symbol	viewBox	svg-attribute-index
td	colspan	html-attribute-index
td	headers	html-attribute-index
td	rowspan	html-attribute-index
template	for	html-attribute-index
template	shadowrootclonable	html-attribute-index
template	shadowrootcustomelementregistry	html-attribute-index
template	shadowrootdelegatesfocus	html-attribute-index
template	shadowrootmode	html-attribute-index
template	shadowrootserializable	html-attribute-index
template	shadowrootslotassignment	html-attribute-index
text		svg-element-index
text	aria-activedescendant	svg-attribute-index
text	aria-atomic	svg-attribute-index
text	aria-autocomplete	svg-attribute-index
text	aria-busy	svg-attribute-index
text	aria-checked	svg-attribute-index
text	aria-colcount	svg-attribute-index
text	aria-colindex	svg-attribute-index
text	aria-colspan	svg-attribute-index
text	aria-controls	svg-attribute-index
text	aria-current	svg-attribute-index
text	aria-describedby	svg-attribute-index
text	aria-details	svg-attribute-index
text	aria-disabled	svg-attribute-index
text	aria-dropeffect	svg-attribute-index
text	aria-errormessage	svg-attribute-index
text	aria-expanded	svg-attribute-index
text	aria-flowto	svg-attribute-index
text	aria-grabbed	svg-attribute-index
text	aria-haspopup	svg-attribute-index
text	aria-hidden	svg-attribute-index
text	aria-invalid	svg-attribute-index
text	aria-keyshortcuts	svg-attribute-index
text	aria-label	svg-attribute-index
text	aria-labelledby	svg-attribute-index
text	aria-level	svg-attribute-index
text	aria-live	svg-attribute-index
text	aria-modal	svg-attribute-index
text	aria-multiline	svg-attribute-index
text	aria-multiselectable	svg-attribute-index
text	aria-orientation	svg-attribute-index
text	aria-owns	svg-attribute-index
text	aria-placeholder	svg-attribute-index
text	aria-posinset	svg-attribute-index
text	aria-pressed	svg-attribute-index
text	aria-readonly	svg-attribute-index
text	aria-relevant	svg-attribute-index
text	aria-required	svg-attribute-index
text	aria-roledescription	svg-attribute-index
text	aria-rowcount	svg-attribute-index
text	aria-rowindex	svg-attribute-index
text	aria-rowspan	svg-attribute-index
text	aria-selected	svg-attribute-index
text	aria-setsize	svg-attribute-index
text	aria-sort	svg-attribute-index
text	aria-valuemax	svg-attribute-index
text	aria-valuemin	svg-attribute-index
text	aria-valuenow	svg-attribute-index
text	aria-valuetext	svg-attribute-index
text	class	svg-attribute-index
text	dx	svg-attribute-index
text	dy	svg-attribute-index
text	id	svg-attribute-index
text	lang	svg-attribute-index
text	lengthAdjust	svg-attribute-index
text	requiredExtensions	svg-attribute-index
text	role	svg-attribute-index
text	rotate	svg-attribute-index
text	style	svg-attribute-index
text	systemLanguage	svg-attribute-index
text	tabindex	svg-attribute-index
text	textLength	svg-attribute-index
text	x	svg-attribute-index
text	y	svg-attribute-index
textPath		svg-element-index
textPath	aria-activedescendant	svg-attribute-index
textPath	aria-atomic	svg-attribute-index
textPath	aria-autocomplete	svg-attribute-index
textPath	aria-busy	svg-attribute-index
textPath	aria-checked	svg-attribute-index
textPath	aria-colcount	svg-attribute-index
textPath	aria-colindex	svg-attribute-index
textPath	aria-colspan	svg-attribute-index
textPath	aria-controls	svg-attribute-index
textPath	aria-current	svg-attribute-index
textPath	aria-describedby	svg-attribute-index
textPath	aria-details	svg-attribute-index
textPath	aria-disabled	svg-attribute-index
textPath	aria-dropeffect	svg-attribute-index
textPath	aria-errormessage	svg-attribute-index
textPath	aria-expanded	svg-attribute-index
textPath	aria-flowto	svg-attribute-index
textPath	aria-grabbed	svg-attribute-index
textPath	aria-haspopup	svg-attribute-index
textPath	aria-hidden	svg-attribute-index
textPath	aria-invalid	svg-attribute-index
textPath	aria-keyshortcuts	svg-attribute-index
textPath	aria-label	svg-attribute-index
textPath	aria-labelledby	svg-attribute-index
textPath	aria-level	svg-attribute-index
textPath	aria-live	svg-attribute-index
textPath	aria-modal	svg-attribute-index
textPath	aria-multiline	svg-attribute-index
textPath	aria-multiselectable	svg-attribute-index
textPath	aria-orientation	svg-attribute-index
textPath	aria-owns	svg-attribute-index
textPath	aria-placeholder	svg-attribute-index
textPath	aria-posinset	svg-attribute-index
textPath	aria-pressed	svg-attribute-index
textPath	aria-readonly	svg-attribute-index
textPath	aria-relevant	svg-attribute-index
textPath	aria-required	svg-attribute-index
textPath	aria-roledescription	svg-attribute-index
textPath	aria-rowcount	svg-attribute-index
textPath	aria-rowindex	svg-attribute-index
textPath	aria-rowspan	svg-attribute-index
textPath	aria-selected	svg-attribute-index
textPath	aria-setsize	svg-attribute-index
textPath	aria-sort	svg-attribute-index
textPath	aria-valuemax	svg-attribute-index
textPath	aria-valuemin	svg-attribute-index
textPath	aria-valuenow	svg-attribute-index
textPath	aria-valuetext	svg-attribute-index
textPath	class	svg-attribute-index
textPath	href	svg-attribute-index
textPath	id	svg-attribute-index
textPath	lang	svg-attribute-index
textPath	lengthAdjust	svg-attribute-index
textPath	method	svg-attribute-index
textPath	path	svg-attribute-index
textPath	requiredExtensions	svg-attribute-index
textPath	role	svg-attribute-index
textPath	side	svg-attribute-index
textPath	spacing	svg-attribute-index
textPath	startOffset	svg-attribute-index
textPath	style	svg-attribute-index
textPath	systemLanguage	svg-attribute-index
textPath	tabindex	svg-attribute-index
textPath	textLength	svg-attribute-index
textarea	autocomplete	html-attribute-index
textarea	cols	html-attribute-index
textarea	dirname	html-attribute-index
textarea	disabled	html-attribute-index
textarea	form	html-attribute-index
textarea	maxlength	html-attribute-index
textarea	minlength	html-attribute-index
textarea	name	html-attribute-index
textarea	placeholder	html-attribute-index
textarea	readonly	html-attribute-index
textarea	required	html-attribute-index
textarea	rows	html-attribute-index
textarea	wrap	html-attribute-index
th	abbr	html-attribute-index
th	colspan	html-attribute-index
th	headers	html-attribute-index
th	rowspan	html-attribute-index
th	scope	html-attribute-index
time	datetime	html-attribute-index
track	default	html-attribute-index
track	kind	html-attribute-index
track	label	html-attribute-index
track	src	html-attribute-index
track	srclang	html-attribute-index
tspan		svg-element-index
tspan	aria-activedescendant	svg-attribute-index
tspan	aria-atomic	svg-attribute-index
tspan	aria-autocomplete	svg-attribute-index
tspan	aria-busy	svg-attribute-index
tspan	aria-checked	svg-attribute-index
tspan	aria-colcount	svg-attribute-index
tspan	aria-colindex	svg-attribute-index
tspan	aria-colspan	svg-attribute-index
tspan	aria-controls	svg-attribute-index
tspan	aria-current	svg-attribute-index
tspan	aria-describedby	svg-attribute-index
tspan	aria-details	svg-attribute-index
tspan	aria-disabled	svg-attribute-index
tspan	aria-dropeffect	svg-attribute-index
tspan	aria-errormessage	svg-attribute-index
tspan	aria-expanded	svg-attribute-index
tspan	aria-flowto	svg-attribute-index
tspan	aria-grabbed	svg-attribute-index
tspan	aria-haspopup	svg-attribute-index
tspan	aria-hidden	svg-attribute-index
tspan	aria-invalid	svg-attribute-index
tspan	aria-keyshortcuts	svg-attribute-index
tspan	aria-label	svg-attribute-index
tspan	aria-labelledby	svg-attribute-index
tspan	aria-level	svg-attribute-index
tspan	aria-live	svg-attribute-index
tspan	aria-modal	svg-attribute-index
tspan	aria-multiline	svg-attribute-index
tspan	aria-multiselectable	svg-attribute-index
tspan	aria-orientation	svg-attribute-index
tspan	aria-owns	svg-attribute-index
tspan	aria-placeholder	svg-attribute-index
tspan	aria-posinset	svg-attribute-index
tspan	aria-pressed	svg-attribute-index
tspan	aria-readonly	svg-attribute-index
tspan	aria-relevant	svg-attribute-index
tspan	aria-required	svg-attribute-index
tspan	aria-roledescription	svg-attribute-index
tspan	aria-rowcount	svg-attribute-index
tspan	aria-rowindex	svg-attribute-index
tspan	aria-rowspan	svg-attribute-index
tspan	aria-selected	svg-attribute-index
tspan	aria-setsize	svg-attribute-index
tspan	aria-sort	svg-attribute-index
tspan	aria-valuemax	svg-attribute-index
tspan	aria-valuemin	svg-attribute-index
tspan	aria-valuenow	svg-attribute-index
tspan	aria-valuetext	svg-attribute-index
tspan	class	svg-attribute-index
tspan	dx	svg-attribute-index
tspan	dy	svg-attribute-index
tspan	id	svg-attribute-index
tspan	lang	svg-attribute-index
tspan	lengthAdjust	svg-attribute-index
tspan	requiredExtensions	svg-attribute-index
tspan	role	svg-attribute-index
tspan	rotate	svg-attribute-index
tspan	style	svg-attribute-index
tspan	systemLanguage	svg-attribute-index
tspan	tabindex	svg-attribute-index
tspan	textLength	svg-attribute-index
tspan	x	svg-attribute-index
tspan	y	svg-attribute-index
unknown		svg-element-index
unknown	aria-activedescendant	svg-attribute-index
unknown	aria-atomic	svg-attribute-index
unknown	aria-autocomplete	svg-attribute-index
unknown	aria-busy	svg-attribute-index
unknown	aria-checked	svg-attribute-index
unknown	aria-colcount	svg-attribute-index
unknown	aria-colindex	svg-attribute-index
unknown	aria-colspan	svg-attribute-index
unknown	aria-controls	svg-attribute-index
unknown	aria-current	svg-attribute-index
unknown	aria-describedby	svg-attribute-index
unknown	aria-details	svg-attribute-index
unknown	aria-disabled	svg-attribute-index
unknown	aria-dropeffect	svg-attribute-index
unknown	aria-errormessage	svg-attribute-index
unknown	aria-expanded	svg-attribute-index
unknown	aria-flowto	svg-attribute-index
unknown	aria-grabbed	svg-attribute-index
unknown	aria-haspopup	svg-attribute-index
unknown	aria-hidden	svg-attribute-index
unknown	aria-invalid	svg-attribute-index
unknown	aria-keyshortcuts	svg-attribute-index
unknown	aria-label	svg-attribute-index
unknown	aria-labelledby	svg-attribute-index
unknown	aria-level	svg-attribute-index
unknown	aria-live	svg-attribute-index
unknown	aria-modal	svg-attribute-index
unknown	aria-multiline	svg-attribute-index
unknown	aria-multiselectable	svg-attribute-index
unknown	aria-orientation	svg-attribute-index
unknown	aria-owns	svg-attribute-index
unknown	aria-placeholder	svg-attribute-index
unknown	aria-posinset	svg-attribute-index
unknown	aria-pressed	svg-attribute-index
unknown	aria-readonly	svg-attribute-index
unknown	aria-relevant	svg-attribute-index
unknown	aria-required	svg-attribute-index
unknown	aria-roledescription	svg-attribute-index
unknown	aria-rowcount	svg-attribute-index
unknown	aria-rowindex	svg-attribute-index
unknown	aria-rowspan	svg-attribute-index
unknown	aria-selected	svg-attribute-index
unknown	aria-setsize	svg-attribute-index
unknown	aria-sort	svg-attribute-index
unknown	aria-valuemax	svg-attribute-index
unknown	aria-valuemin	svg-attribute-index
unknown	aria-valuenow	svg-attribute-index
unknown	aria-valuetext	svg-attribute-index
unknown	class	svg-attribute-index
unknown	id	svg-attribute-index
unknown	lang	svg-attribute-index
unknown	requiredExtensions	svg-attribute-index
unknown	role	svg-attribute-index
unknown	style	svg-attribute-index
unknown	systemLanguage	svg-attribute-index
unknown	tabindex	svg-attribute-index
use		svg-element-index
use	aria-activedescendant	svg-attribute-index
use	aria-atomic	svg-attribute-index
use	aria-autocomplete	svg-attribute-index
use	aria-busy	svg-attribute-index
use	aria-checked	svg-attribute-index
use	aria-colcount	svg-attribute-index
use	aria-colindex	svg-attribute-index
use	aria-colspan	svg-attribute-index
use	aria-controls	svg-attribute-index
use	aria-current	svg-attribute-index
use	aria-describedby	svg-attribute-index
use	aria-details	svg-attribute-index
use	aria-disabled	svg-attribute-index
use	aria-dropeffect	svg-attribute-index
use	aria-errormessage	svg-attribute-index
use	aria-expanded	svg-attribute-index
use	aria-flowto	svg-attribute-index
use	aria-grabbed	svg-attribute-index
use	aria-haspopup	svg-attribute-index
use	aria-hidden	svg-attribute-index
use	aria-invalid	svg-attribute-index
use	aria-keyshortcuts	svg-attribute-index
use	aria-label	svg-attribute-index
use	aria-labelledby	svg-attribute-index
use	aria-level	svg-attribute-index
use	aria-live	svg-attribute-index
use	aria-modal	svg-attribute-index
use	aria-multiline	svg-attribute-index
use	aria-multiselectable	svg-attribute-index
use	aria-orientation	svg-attribute-index
use	aria-owns	svg-attribute-index
use	aria-placeholder	svg-attribute-index
use	aria-posinset	svg-attribute-index
use	aria-pressed	svg-attribute-index
use	aria-readonly	svg-attribute-index
use	aria-relevant	svg-attribute-index
use	aria-required	svg-attribute-index
use	aria-roledescription	svg-attribute-index
use	aria-rowcount	svg-attribute-index
use	aria-rowindex	svg-attribute-index
use	aria-rowspan	svg-attribute-index
use	aria-selected	svg-attribute-index
use	aria-setsize	svg-attribute-index
use	aria-sort	svg-attribute-index
use	aria-valuemax	svg-attribute-index
use	aria-valuemin	svg-attribute-index
use	aria-valuenow	svg-attribute-index
use	aria-valuetext	svg-attribute-index
use	class	svg-attribute-index
use	href	svg-attribute-index
use	id	svg-attribute-index
use	lang	svg-attribute-index
use	requiredExtensions	svg-attribute-index
use	role	svg-attribute-index
use	style	svg-attribute-index
use	systemLanguage	svg-attribute-index
use	tabindex	svg-attribute-index
video	autoplay	html-attribute-index
video	controls	html-attribute-index
video	crossorigin	html-attribute-index
video	height	html-attribute-index
video	loading	html-attribute-index
video	loop	html-attribute-index
video	muted	html-attribute-index
video	playsinline	html-attribute-index
video	poster	html-attribute-index
video	preload	html-attribute-index
video	src	html-attribute-index
video	width	html-attribute-index
view		svg-element-index
view	aria-activedescendant	svg-attribute-index
view	aria-atomic	svg-attribute-index
view	aria-autocomplete	svg-attribute-index
view	aria-busy	svg-attribute-index
view	aria-checked	svg-attribute-index
view	aria-colcount	svg-attribute-index
view	aria-colindex	svg-attribute-index
view	aria-colspan	svg-attribute-index
view	aria-controls	svg-attribute-index
view	aria-current	svg-attribute-index
view	aria-describedby	svg-attribute-index
view	aria-details	svg-attribute-index
view	aria-disabled	svg-attribute-index
view	aria-dropeffect	svg-attribute-index
view	aria-errormessage	svg-attribute-index
view	aria-expanded	svg-attribute-index
view	aria-flowto	svg-attribute-index
view	aria-grabbed	svg-attribute-index
view	aria-haspopup	svg-attribute-index
view	aria-hidden	svg-attribute-index
view	aria-invalid	svg-attribute-index
view	aria-keyshortcuts	svg-attribute-index
view	aria-label	svg-attribute-index
view	aria-labelledby	svg-attribute-index
view	aria-level	svg-attribute-index
view	aria-live	svg-attribute-index
view	aria-modal	svg-attribute-index
view	aria-multiline	svg-attribute-index
view	aria-multiselectable	svg-attribute-index
view	aria-orientation	svg-attribute-index
view	aria-owns	svg-attribute-index
view	aria-placeholder	svg-attribute-index
view	aria-posinset	svg-attribute-index
view	aria-pressed	svg-attribute-index
view	aria-readonly	svg-attribute-index
view	aria-relevant	svg-attribute-index
view	aria-required	svg-attribute-index
view	aria-roledescription	svg-attribute-index
view	aria-rowcount	svg-attribute-index
view	aria-rowindex	svg-attribute-index
view	aria-rowspan	svg-attribute-index
view	aria-selected	svg-attribute-index
view	aria-setsize	svg-attribute-index
